Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW10,OUT018,2513.1292927383765
FDX51,OUT013,3222.303485148499
NCP17,OUT045,1020.0455764090148
FDP21,OUT035,3195.472078259947
FDL04,OUT045,1642.6633576928434
FDV23,OUT013,2061.622406016817
FDF24,OUT046,1390.185557343022
FDH56,OUT027,3278.6980988639552
FDB51,OUT049,975.5240210994234
FDI58,OUT027,2948.2706028437096
FDR20,OUT013,885.0168808172602
FDC51,OUT018,1711.5022322119767
FDB16,OUT027,2714.5210110026383
FDE40,OUT049,924.6854220101523
NCM17,OUT035,879.0392435322574
FDU56,OUT035,3133.3964561518515
FDS32,OUT019,500.09022248751717
FDX02,OUT049,3513.2868628350698
FDT39,OUT027,3889.720979877209
FDE35,OUT017,1191.2392497774563
NCI42,OUT019,1543.8128444830218
DRL23,OUT046,1698.9049426464335
FDA10,OUT046,1920.1475129772007
FDA11,OUT013,1627.3397635377623
NCM06,OUT046,2511.192326361008
NCT05,OUT035,4290.962344830637
NCQ02,OUT010,1101.8367172261496
NCY06,OUT049,2075.050454366443
FDY56,OUT035,3755.9615449436096
FDL02,OUT035,1794.4588057599904
NCI06,OUT035,2973.3641713367106
FDQ14,OUT045,2308.7464351568924
FDQ12,OUT017,3791.8765223566297
FDP36,OUT046,851.6144533849583
FDK21,OUT027,5421.006681755171
FDO40,OUT045,2372.947327492453
NCK54,OUT019,84.75388201013266
FDY09,OUT018,2579.372694783291
NCW30,OUT049,4219.28960034129
NCC55,OUT027,2012.3426233827631
FDE58,OUT018,1608.9943365545041
FDR39,OUT013,2958.0157411056425
FDU28,OUT049,3031.9507767410687
FDH08,OUT017,3846.845811341016
FDG35,OUT045,2876.4466005219583
FDG22,OUT049,625.5648157976248
FDC34,OUT035,2584.146166916893
FDP15,OUT018,3775.039562574326
FDK34,OUT010,1922.9959468855523
FDU45,OUT035,2017.6855388384574
FDQ04,OUT027,2064.34920365749
FDX22,OUT018,3169.471627472376
FDB45,OUT017,1824.015746926627
NCH43,OUT027,4838.105224042127
DRE60,OUT046,3586.185474582293
FDD17,OUT027,5211.167773898123
NCM54,OUT017,2151.588550305896
NCH55,OUT013,2095.277796883005
NCT06,OUT017,2762.5846241968393
FDA48,OUT027,4891.262780734585
FDY58,OUT027,5044.955182316466
FDO25,OUT045,3336.422284617278
FDN50,OUT045,1547.3855687291943
FDH35,OUT035,2806.1669700398197
FDK09,OUT045,3570.1861158404645
FDO16,OUT013,1478.715763936998
FDW11,OUT045,1055.7383445474115
FDU47,OUT027,3755.926068381421
NCQ42,OUT010,128.4024529317103
FDK55,OUT027,2837.0694147703616
FDN08,OUT049,1946.7093388967915
FDT57,OUT045,3777.5541174305254
FDJ12,OUT018,3114.9460672874993
DRL59,OUT017,949.6663796242065
NCN53,OUT046,692.312036584146
FDO51,OUT010,0.0
FDK56,OUT017,3142.1336846650374
FDY12,OUT035,967.0349714203185
FDU15,OUT035,761.4219882350153
FDQ19,OUT046,4020.5427782284823
DRF15,OUT045,2357.504207543345
DRE25,OUT019,0.0
FDK57,OUT018,1650.5981125326944
FDD33,OUT010,1759.604939087818
FDR34,OUT027,5099.165682063889
FDU04,OUT045,2000.3262302737858
FDE35,OUT019,0.0
NCD31,OUT035,2742.406177473211
FDJ56,OUT035,1698.1312514798774
NCU53,OUT046,2737.712817071879
FDD39,OUT035,3458.5008905479626
NCU17,OUT019,0.0
FDJ20,OUT046,2023.5272109422804
NCW41,OUT018,2294.112562806462
FDL52,OUT035,847.0697204996977
FDS39,OUT035,2418.4651942140044
DRJ47,OUT045,2694.3761438960064
FDP13,OUT010,0.0
DRK39,OUT010,0.0
FDF28,OUT010,189.04328009784513
FDB09,OUT045,1999.5893924303964
FDM51,OUT046,1692.9261534287361
DRM49,OUT018,498.21741633999045
DRF23,OUT013,2823.8736323899357
DRH01,OUT035,2858.9421536506416
FDH12,OUT027,3095.005481198008
FDA28,OUT019,231.81021973499446
FDW37,OUT018,1146.561203670848
FDF02,OUT046,1677.8028723898897
DRL37,OUT046,757.6791429142322
NCF43,OUT046,2312.230955227409
FDH08,OUT010,1815.840004533573
FDR34,OUT019,1888.51733125186
NCK19,OUT049,3086.567412631499
NCD55,OUT018,446.1325120158872
FDT27,OUT049,3770.5998786358978
FDQ57,OUT045,2361.088235286137
FDA47,OUT035,2725.7101715581666
DRG15,OUT027,2327.887006988967
FDE05,OUT018,2167.131220755371
FDN46,OUT046,1657.2365938747243
FDX27,OUT027,2808.653693812623
FDT51,OUT045,1801.1931014343718
FDU33,OUT013,800.2467416065047
FDJ16,OUT027,2357.779687343529
FDD20,OUT019,182.5010282991425
FDT36,OUT049,539.3850129006314
DRF15,OUT027,3770.257960276227
FDN52,OUT010,0.0
FDC22,OUT027,4434.044989096801
FDX15,OUT045,2455.398794469089
FDT13,OUT013,3080.696920279486
FDU04,OUT017,2164.721918420939
FDU31,OUT019,1700.4756875188468
FDW59,OUT027,2850.7305094337935
NCO29,OUT046,2732.813195593786
FDL15,OUT035,2540.4688223874837
FDI41,OUT049,2394.1535096651933
FDQ48,OUT049,1669.247733090655
DRI39,OUT013,864.8498339927755
FDI08,OUT013,4103.072311325261
FDC21,OUT049,1850.9639903767238
FDF58,OUT035,1160.6389431791467
FDS08,OUT010,986.4186670378695
FDE47,OUT045,2018.3148554745421
NCP18,OUT019,608.8667603146605
NCR41,OUT013,1669.3330398548278
FDA27,OUT013,4066.695596782258
FDA43,OUT035,3254.360037436534
FDA49,OUT045,1348.3772109565907
NCE55,OUT018,2628.225989028375
DRM49,OUT027,2135.784984119542
FDF22,OUT027,4811.940099657353
FDQ15,OUT018,984.9723357424955
NCS54,OUT017,2947.3218663768057
NCY05,OUT013,693.2211341912625
FDR45,OUT046,3885.107269289947
FDK57,OUT049,1958.9791530010552
FDF41,OUT010,2010.4954006369662
FDV21,OUT046,2092.6862334818725
FDD51,OUT046,671.7618948202435
FDF33,OUT046,1878.4380258466845
FDA38,OUT046,3815.1569342040602
FDR56,OUT045,3126.1180913493445
NCN41,OUT017,2108.2557428092696
FDC60,OUT027,2806.9987603854534
FDB47,OUT045,3296.549915232914
DRH01,OUT013,2843.832271889347
FDW08,OUT046,1700.69396295349
FDF38,OUT027,2098.3446099770226
FDY32,OUT017,2746.100095673901
FDG34,OUT049,1828.3251868843508
FDG47,OUT019,2369.9738192455843
NCF18,OUT035,3105.29314869456
FDL39,OUT019,1000.9840934039385
NCH55,OUT035,2131.0323513655167
DRJ35,OUT049,1004.4004616018356
FDS44,OUT035,3938.4676633525087
DRE01,OUT018,3548.68037647882
FDY39,OUT013,3067.003718858774
FDY32,OUT018,2336.0841157835093
FDR33,OUT027,3195.2866715597193
NCP50,OUT049,1293.9745591122628
FDZ47,OUT018,1320.4767348411115
FDU57,OUT049,2486.34602565135
FDY44,OUT013,3246.780917155571
DRH59,OUT018,898.3908403216483
FDB03,OUT027,5124.2248863229615
FDY46,OUT045,2941.5427762627805
FDM39,OUT045,2755.354663401522
FDY36,OUT035,1361.0836743065738
NCM55,OUT035,3013.672934850576
FDJ50,OUT010,0.0
DRL60,OUT013,2528.580745611849
NCJ54,OUT049,3721.7737526943674
FDX59,OUT017,754.7947588654351
FDI07,OUT013,3303.1389733816177
DRF51,OUT010,0.0
FDM14,OUT017,1933.3144765453762
FDP21,OUT045,3046.3752239692694
FDE40,OUT035,1068.4276446540025
FDE05,OUT035,2566.7678391922964
FDM13,OUT027,3576.512246355691
FDC34,OUT027,3865.154329703204
NCI55,OUT018,1708.8078582523012
NCE43,OUT018,2405.0886489041586
FDW58,OUT018,1465.4412575540773
FDG60,OUT045,3683.936199279633
FDV31,OUT017,2964.7682402426726
FDR47,OUT013,3177.1706191902194
FDM60,OUT019,0.0
NCF06,OUT018,3900.1692812709225
NCN26,OUT027,3293.8935472067824
FDQ59,OUT049,1491.8745840950578
FDF09,OUT046,720.2759025991254
NCS06,OUT017,4398.911497338122
FDT44,OUT046,1918.5906529838394
FDI19,OUT017,4017.8374150871678
FDT22,OUT017,1083.763294636272
NCF54,OUT027,4118.064566502246
DRG25,OUT045,2989.676306960406
FDB59,OUT017,3293.811741626836
FDQ37,OUT017,3256.462677144227
FDP56,OUT035,957.54390385226
FDW44,OUT035,2958.528348617052
FDJ26,OUT010,1528.6515949722088
FDU43,OUT018,3571.0262237442657
FDW33,OUT045,1643.3393379302288
NCX53,OUT027,3743.099715531527
FDN56,OUT010,466.82055124461476
DRF15,OUT049,2377.2139521696226
FDO33,OUT017,1946.9829171569
FDZ39,OUT010,0.0
NCJ19,OUT017,940.0158892874315
FDU01,OUT035,3127.6112170811975
FDT12,OUT035,3760.0921792729932
NCM18,OUT018,721.4147815503238
FDP19,OUT017,2165.0016164321423
NCR42,OUT049,578.4866515714966
FDN10,OUT046,1952.786829054734
FDG44,OUT017,1051.7810765049944
FDQ10,OUT046,2795.34827089819
DRH13,OUT049,1766.681037329181
FDT52,OUT013,4058.5341374367854
FDM56,OUT045,1756.8322111080925
NCO43,OUT010,0.0
NCV29,OUT035,3026.7552232890594
NCF06,OUT013,4246.566328323359
FDO50,OUT035,1580.5317491262103
FDT59,OUT013,3798.4117906000174
FDX40,OUT027,2007.1754713742266
FDE50,OUT017,3159.844810716255
FDX51,OUT017,3339.9490048513835
NCD30,OUT018,1311.292969594564
FDK15,OUT013,1652.165309746837
FDL12,OUT045,945.9857818075689
FDK46,OUT017,4288.571228034489
DRH49,OUT010,0.0
FDQ57,OUT046,2427.226808048319
FDY59,OUT017,1671.2549234957842
FDO09,OUT018,3906.3845849043137
NCG30,OUT035,2078.1831148112833
FDM09,OUT017,2856.0261555120524
NCN17,OUT027,3049.9441475749336
NCS42,OUT013,1507.3708230988705
FDD02,OUT019,46.4860758731229
FDE34,OUT013,2959.8374488450354
FDU38,OUT045,2965.5006205830286
FDB33,OUT046,2595.838541841804
NCJ29,OUT017,1588.745708703209
FDZ27,OUT035,875.477162879135
FDI40,OUT013,1700.3988695221487
FDG22,OUT013,711.2878728025971
FDT51,OUT017,1971.9216083387582
FDF20,OUT018,2958.7370480846585
FDV50,OUT035,1963.1916501563537
FDT02,OUT049,561.0002149908978
DRC49,OUT017,2478.6509261760657
FDF26,OUT049,2524.8181043590303
FDV52,OUT035,2103.0323731416865
FDX59,OUT049,659.3863378851092
FDV25,OUT035,3709.810539101949
FDW23,OUT027,2010.0780305983062
FDE53,OUT018,1535.6872465752094
FDA19,OUT017,2270.96515161352
FDH22,OUT046,2034.6338160629966
NCO41,OUT013,1693.3904349674413
FDX12,OUT017,4018.1679783767904
FDF17,OUT013,3280.6095448371925
FDS11,OUT045,3620.9275697109697
FDR51,OUT035,2492.7012478456163
FDT49,OUT010,0.0
FDC56,OUT013,2000.6270104758878
FDR13,OUT027,3323.580195619419
FDQ60,OUT035,2079.1766510779125
FDN38,OUT049,4032.5187631403533
NCL29,OUT013,2597.9006555237283
FDO13,OUT027,4072.510189021079
FDE26,OUT018,2052.381384013017
FDA31,OUT010,844.7879497253598
FDX14,OUT035,1253.4252895132522
FDA34,OUT045,2850.787188338145
FDF26,OUT013,2586.756413934374
FDE38,OUT045,2676.24353088488
DRI11,OUT046,1846.99887857071
FDQ60,OUT027,3294.7769020271808
FDL21,OUT027,2102.0925342495757
DRC12,OUT027,4488.176882272484
FDC47,OUT046,3630.7406460107886
FDE57,OUT045,2266.3718308818934
FDT14,OUT045,1825.517671985901
NCZ53,OUT046,3131.187761906913
FDE28,OUT018,3452.4259831402596
FDR19,OUT035,2430.416366176287
NCF54,OUT019,926.3414099314978
FDZ08,OUT046,1379.478015038927
NCJ05,OUT018,2230.264247516039
FDF59,OUT046,2135.1628793562704
NCO05,OUT035,1796.1138862767402
FDW24,OUT018,582.8765822188725
NCX42,OUT018,2443.6594750878285
NCA53,OUT035,975.0441245848924
FDI45,OUT019,1029.0745213845075
FDG46,OUT046,1915.2439314924559
FDM20,OUT010,2025.0912719365879
FDW11,OUT010,0.0
FDX08,OUT035,3037.3452233291755
NCK17,OUT035,839.6441960359953
FDK32,OUT018,2225.3169545481214
NCA42,OUT035,2700.620031125829
DRI01,OUT035,2900.8525318823813
NCL55,OUT049,4068.1966964178864
DRE25,OUT018,1261.076486341146
FDD14,OUT017,2983.8278580017068
FDB10,OUT046,3800.3353894137254
DRN11,OUT035,2354.1398414547293
FDP38,OUT018,609.3658038185677
NCA30,OUT017,3073.3720273281942
FDT15,OUT017,3123.5903276808385
NCP55,OUT018,653.6741483286896
FDF12,OUT035,2499.9113184702583
FDM21,OUT018,3799.4285693300917
FDX56,OUT035,3447.3505984764197
FDF10,OUT017,2428.615606512132
FDT32,OUT045,3035.7022951906692
FDM51,OUT018,1419.093633724522
NCR50,OUT018,2204.696584419755
FDI19,OUT049,3871.673673878162
FDX21,OUT017,1873.1346272767696
FDR31,OUT035,2540.0395950919483
FDY02,OUT013,4182.9969611849665
NCA29,OUT045,2729.888847314651
NCX17,OUT046,3703.3949152678397
FDM12,OUT045,3022.0624512855575
FDI53,OUT027,3980.0219459615037
NCU30,OUT049,2694.495550642401
FDC56,OUT027,3324.058785129004
FDK27,OUT018,1744.2354089519504
NCK18,OUT017,2828.527513911642
FDB52,OUT019,2211.1326440115954
DRG25,OUT027,4440.894415570554
FDZ13,OUT049,869.1490981622192
FDB57,OUT019,1821.660563215206
FDR40,OUT046,1482.7749515229516
NCO14,OUT019,0.0
NCN19,OUT045,3005.9392883861146
FDQ28,OUT019,697.9013339746743
FDO13,OUT018,2454.5310305080347
FDK48,OUT013,1362.6270624718018
FDU07,OUT018,2218.5306373424683
FDW20,OUT046,2052.2131184230675
FDV12,OUT010,0.0
FDH24,OUT013,2586.8939748463454
FDV59,OUT049,3517.4491161119804
FDK57,OUT045,1893.257371149739
FDL16,OUT027,2104.707323710798
NCQ17,OUT046,2530.853930777652
FDJ15,OUT018,2687.9339138371724
FDX24,OUT049,1573.661819785033
FDT47,OUT046,1730.1692730473005
FDT10,OUT049,1022.8916957765323
FDZ37,OUT018,1241.9989341548207
FDW43,OUT027,5138.1175622468145
DRN36,OUT017,1686.7652020003443
FDJ14,OUT045,1329.4546094150428
FDA32,OUT013,3574.85480808781
FDJ38,OUT019,1249.6884758219094
FDQ57,OUT017,2540.8790420209843
NCQ41,OUT019,1334.932442408899
FDG56,OUT049,1044.1071647185163
DRC13,OUT027,3446.075726625233
FDV55,OUT035,2449.940714441429
FDQ49,OUT045,2589.3990993696207
FDE29,OUT010,0.0
FDR03,OUT013,3398.300492567534
FDD45,OUT049,1593.5472026938514
FDN38,OUT010,2101.5376007949963
FDT56,OUT046,998.1933795990044
FDT48,OUT045,3198.458997504582
FDU03,OUT049,2891.5186448782333
FDC56,OUT010,0.0
NCO43,OUT027,2956.699341893851
FDQ27,OUT017,1831.0965020091535
FDR03,OUT046,3371.1955205433915
DRH23,OUT010,0.0
FDG22,OUT045,623.3004489729501
NCJ42,OUT013,1721.604552642777
FDR24,OUT046,1509.7865736571257
FDW60,OUT035,3020.138908288631
FDJ08,OUT013,3102.8792892196216
DRL59,OUT018,556.9945198937348
FDG60,OUT010,1767.9633518065384
FDW27,OUT017,2715.875573318146
FDX14,OUT018,902.849780986231
FDC20,OUT013,1030.6219127921067
NCS29,OUT018,3986.284502571172
FDJ56,OUT046,1619.9106631129544
FDB20,OUT019,0.0
FDL28,OUT027,5107.372272206281
FDW01,OUT018,2174.088939908135
FDL03,OUT046,3214.343233223073
FDX22,OUT049,3434.9389618769346
FDJ21,OUT035,2469.6571120509325
FDR31,OUT045,2424.2205584512412
FDG21,OUT035,2551.525242029733
FDS22,OUT027,2144.7002305553033
FDK08,OUT035,1757.757252385345
FDE17,OUT018,2217.974726404529
NCN30,OUT017,1678.62768591223
FDT50,OUT046,1553.3856981086137
NCX42,OUT049,2678.9638968097424
FDJ12,OUT035,3498.738135460415
NCA18,OUT027,3265.92157416213
FDP23,OUT019,1690.0405210377503
FDX12,OUT013,3962.3172439018963
FDN40,OUT018,2232.298017497713
FDV48,OUT035,1428.5943285406101
NCY54,OUT013,2743.5091441863187
FDL16,OUT010,0.0
FDR45,OUT018,3596.991894328894
FDJ52,OUT046,2694.9675209251873
DRG01,OUT017,1399.443371835383
FDP52,OUT013,3793.119153002699
FDU58,OUT017,3191.0535379480425
FDL02,OUT045,1657.945953051254
FDG28,OUT013,4044.6056271299894
FDA19,OUT035,2236.7809253583255
FDW46,OUT027,2493.863980096401
NCD43,OUT049,1705.0283003590303
DRG39,OUT013,836.6329665020166
NCF55,OUT049,637.001458108818
FDJ07,OUT046,1968.4437713933876
FDE08,OUT046,2454.9646883074747
FDP56,OUT019,0.0
FDT45,OUT045,826.6504029444623
FDF17,OUT018,2930.9735310437245
FDX44,OUT046,1501.6006924497342
FDM28,OUT027,4310.187521302389
FDI36,OUT049,3210.8458353656897
FDS07,OUT045,1825.2011564630375
FDD36,OUT045,1878.1095497473143
FDW11,OUT046,1072.731672550217
FDN40,OUT049,2534.3438402728207
NCQ18,OUT049,1523.5964569919452
NCQ54,OUT017,2798.022320152624
NCS42,OUT045,1439.9548441499646
DRH39,OUT010,0.0
FDC09,OUT027,3140.864582521972
FDT08,OUT010,534.0015589254181
FDC08,OUT035,3793.262359993736
FDT20,OUT017,796.9841394118412
FDS35,OUT035,1187.7830239332834
FDX58,OUT018,2663.9206165155047
FDW58,OUT046,1746.977497223983
DRD27,OUT046,1574.2432722559606
FDH32,OUT019,0.0
FDS26,OUT035,4191.512997046404
FDQ31,OUT046,1528.3616163701954
FDP11,OUT018,3277.7593068171263
FDD58,OUT017,1752.6284565105161
FDM33,OUT045,3427.5768789122812
FDZ16,OUT049,3138.7591967517073
NCS29,OUT010,2339.493873917352
NCM18,OUT019,0.0
FDP11,OUT049,3551.2278237161227
NCC42,OUT017,2432.506848748031
DRM23,OUT046,2694.1012567394646
NCN55,OUT027,5170.67358846053
FDK46,OUT013,4194.833680724943
FDR01,OUT046,3287.0652761113743
NCA05,OUT045,2399.043726677497
NCP43,OUT017,2942.811637827006
FDR12,OUT010,869.7180351743445
FDQ01,OUT013,4110.1408405680995
FDM13,OUT046,2220.152179361903
FDQ19,OUT017,4120.383356586812
FDK56,OUT019,1075.1194637365115
NCX06,OUT010,1019.1585296520789
FDO56,OUT027,3369.864638121988
FDU45,OUT045,1816.2324040795502
FDI16,OUT019,0.0
FDL32,OUT046,1866.3740375843481
FDA07,OUT046,2116.7982210944174
FDA14,OUT045,2235.781338353976
FDV46,OUT027,3660.0324435156217
NCO07,OUT035,3524.6450002585334
NCP41,OUT046,1782.550547322142
FDY60,OUT018,2076.125381966398
FDN38,OUT017,4186.514783326464
FDO15,OUT046,1288.1811580623908
FDT60,OUT013,2015.9951066616632
FDA55,OUT035,3751.4871964545746
FDE02,OUT010,0.0
DRJ39,OUT049,3458.439832379154
FDV34,OUT035,1397.1577669818653
FDS20,OUT027,4368.656999312239
FDF02,OUT027,3029.6121181393537
FDW40,OUT017,2469.0279145642417
NCB43,OUT046,2960.5350261867134
FDR58,OUT017,1630.3465651614242
DRJ59,OUT035,761.6333551240386
NCD30,OUT017,1710.3040595857165
FDE14,OUT017,1768.6912923395284
FDC28,OUT018,1534.0051947853499
FDU16,OUT018,1148.8971136422333
NCD19,OUT035,1061.2423866857425
FDU21,OUT046,654.4883948865026
FDV59,OUT027,4913.275519217874
FDU03,OUT045,2919.465096934917
FDC33,OUT010,1392.405609175854
NCR42,OUT035,711.0616801451397
DRH59,OUT035,1299.6807181061886
NCM31,OUT035,2425.4676028547256
FDS50,OUT035,3582.554094206178
FDP39,OUT046,875.5824460324802
FDQ55,OUT013,2024.1570105331484
FDV36,OUT019,179.46703358003288
FDI05,OUT027,2660.679945344382
FDS45,OUT027,3165.8409531776706
FDA39,OUT045,646.7932310781471
FDC37,OUT010,0.0
FDJ60,OUT027,4082.9308719018154
DRQ35,OUT046,1983.7164818748715
NCJ06,OUT046,1939.1140859882435
NCY42,OUT018,2096.8877903503017
DRM37,OUT049,3197.9333626001026
FDR14,OUT045,674.8537801661441
FDE51,OUT049,700.6356987047329
FDT33,OUT017,2866.905820603759
FDR08,OUT013,1892.2841201144183
FDE36,OUT010,768.3940797840623
FDL22,OUT019,0.0
FDR44,OUT013,2231.6877415177296
FDI56,OUT019,0.0
FDE47,OUT010,195.68545055195864
FDV27,OUT010,0.0
FDV10,OUT049,748.8009753191436
FDC40,OUT045,1179.2588297232724
NCX41,OUT013,3462.945422301971
NCQ38,OUT027,3067.8696241447033
FDV12,OUT027,3038.968263720555
FDE52,OUT017,1541.3007958581875
FDG20,OUT027,4241.518113104001
FDV16,OUT027,2010.2104342837265
FDI32,OUT017,1912.5852784280141
FDJ32,OUT049,1091.3806770272786
FDN39,OUT018,2454.7248429167375
FDY34,OUT017,2881.9010750480666
FDC14,OUT035,847.9068266677205
FDA55,OUT017,3771.3894212293817
FDZ50,OUT010,931.5459992001124
DRG13,OUT049,2674.886957125025
FDP01,OUT013,2575.228622252005
NCG54,OUT017,2874.834018732974
FDM13,OUT045,2165.0734102594724
NCO18,OUT027,4257.493556944872
NCW41,OUT013,2605.6000554197817
FDM52,OUT027,3818.0337218934
NCF55,OUT035,731.4909655981028
FDT09,OUT046,2197.48710209252
NCM19,OUT035,1869.067822552417
FDW12,OUT018,2179.799001115098
FDP15,OUT019,2199.824044271576
FDK36,OUT045,807.9357186662673
FDZ25,OUT035,2922.3377561203815
NCW06,OUT049,3088.921039422188
FDW60,OUT046,2973.6605066802877
DRC49,OUT013,2415.1052738958097
NCT17,OUT035,3200.9053606423404
NCN06,OUT018,2345.0556737007573
FDC45,OUT013,2760.8743158833386
DRJ47,OUT019,859.4249585580837
NCF06,OUT045,4128.478645912299
FDE21,OUT010,29.857718335915706
DRG27,OUT013,639.938398688173
FDW40,OUT049,2324.5815737929515
NCO53,OUT046,2942.3215385379444
FDE23,OUT049,833.8143313092878
FDQ16,OUT046,1804.9035372314102
FDS26,OUT045,3993.159678013835
FDZ13,OUT010,0.0
FDS14,OUT049,2470.014203268016
FDC10,OUT045,1915.1474820277217
FDY16,OUT049,3060.3501172545657
FDJ20,OUT035,2147.736799113438
FDV43,OUT035,826.1464543943584
FDZ32,OUT027,3169.6284086095548
FDR23,OUT046,2855.9424894623517
FDN24,OUT035,942.0948496396595
FDE34,OUT027,4286.928990045868
FDU31,OUT013,3636.03957844626
FDW33,OUT018,1454.5860601084423
FDU26,OUT046,1876.4016749995499
FDE20,OUT027,4200.979693784015
NCW05,OUT035,1776.2758925617381
FDB22,OUT018,2225.205787397179
FDO56,OUT046,1982.6173586852528
FDA19,OUT027,3502.968940436185
DRI39,OUT045,778.3520649819257
FDH52,OUT018,809.426711361928
FDZ50,OUT035,2991.4783706923045
NCN42,OUT035,2471.118169677502
FDB53,OUT013,2425.5266602648335
DRG11,OUT017,1851.6031595116947
DRK11,OUT027,3759.51688079453
FDQ60,OUT017,2122.6856705831888
FDT36,OUT017,664.7822434326663
DRG25,OUT018,2755.023740695193
DRJ23,OUT046,3026.299248068579
FDG05,OUT035,2712.9063873974374
NCK06,OUT018,1733.3907917089819
FDU52,OUT017,2660.6858598956896
FDW07,OUT018,1154.5614939790976
NCM17,OUT045,744.1568108943029
FDA22,OUT045,2735.9666685635166
NCA41,OUT018,2879.095609816839
FDF38,OUT035,872.4350196252199
FDH52,OUT046,1135.6467655686283
FDY58,OUT019,1780.51190789658
FDZ16,OUT045,3087.290005025119
NCM18,OUT017,1109.2690736686636
FDA22,OUT018,2479.0268463734246
NCJ43,OUT035,2970.427749106282
FDI34,OUT027,5089.679402011607
FDG56,OUT046,1081.0615499875712
FDS34,OUT046,1893.1328120012186
DRC01,OUT035,1042.0904236788338
FDQ04,OUT035,811.6030824062327
FDK04,OUT035,1122.5164895505295
FDT51,OUT049,1843.1026417101966
FDV26,OUT017,3194.4970918856125
FDS04,OUT049,2306.6999044278928
FDW43,OUT018,3443.2486375215667
FDQ28,OUT010,614.163285691
NCK06,OUT017,2126.0747145914065
FDS23,OUT018,1854.3380131445883
FDZ36,OUT019,1174.3436356036982
FDE56,OUT018,737.4670090506552
FDW10,OUT027,4224.677392493832
NCN14,OUT045,2855.2314158624795
NCQ18,OUT045,1483.2374671839061
FDW08,OUT017,1914.2871848050272
FDU43,OUT035,3935.8334972801968
FDR33,OUT010,0.0
FDM24,OUT010,532.8658145254303
NCZ05,OUT046,1739.2323617238726
NCV41,OUT035,1980.3364847676858
FDV11,OUT018,2603.184695113843
NCY05,OUT035,762.2770557680196
FDV44,OUT018,2846.773435977142
FDW32,OUT049,1399.7402324844588
NCU18,OUT027,3672.127183433229
NCC43,OUT035,4176.391240635727
FDW19,OUT013,1920.9779692679003
FDN31,OUT035,3208.7369216124207
FDI48,OUT045,831.3119712915359
FDS24,OUT017,1585.7123043634783
FDF46,OUT049,1922.7616840078845
DRG23,OUT017,2519.891542236728
FDG14,OUT018,2222.2547905721585
NCY30,OUT049,2866.869382173172
FDO28,OUT018,1798.5196658134082
DRD24,OUT035,2434.302791939277
FDI33,OUT049,1470.9619019610836
FDN32,OUT046,3041.8556408475706
FDR16,OUT045,3437.1381030997145
FDF26,OUT046,2569.6798918414424
NCN29,OUT018,592.2091731850232
FDE20,OUT045,2767.3957407545968
FDA46,OUT046,3074.1273923911795
FDU28,OUT045,3001.120527920313
FDQ48,OUT045,1611.2061907855532
FDV36,OUT013,2129.1691131831467
FDR14,OUT018,460.629126785032
FDP23,OUT017,3677.5211990171665
FDP56,OUT013,947.1724538994167
FDK48,OUT010,0.0
FDR48,OUT046,2436.761543007029
NCY29,OUT049,966.277461961392
FDM22,OUT018,649.3079975907604
DRJ01,OUT013,2671.899413116349
FDZ43,OUT045,3937.641367350545
FDV03,OUT035,2568.7346093767555
FDX11,OUT027,4299.659237274158
NCA41,OUT027,4536.651241821979
FDE38,OUT017,2850.0702835122647
FDI27,OUT018,466.36259741097456
FDN32,OUT013,3030.365678635164
NCN43,OUT017,2078.0854120592267
FDB47,OUT027,4695.9032347608445
FDV03,OUT017,2596.563712647301
NCN30,OUT045,1550.7387574029126
NCV54,OUT010,38.397810379916336
FDV07,OUT013,1885.1796167846333
FDP07,OUT049,3174.387752801689
FDK48,OUT018,958.4986711315287
FDM15,OUT019,596.5181339171395
FDY19,OUT027,3320.0916548899404
FDK46,OUT046,4193.616285507596
FDY11,OUT045,1112.199766854901
FDH09,OUT046,929.5089251477475
FDO08,OUT027,4106.436369855932
FDU14,OUT013,3979.5707230578555
FDD22,OUT027,3183.032748335667
FDM27,OUT017,2617.7034167081583
FDL02,OUT027,3118.1401850076363
NCA17,OUT035,2523.705137408746
FDE38,OUT019,811.8378594274545
NCG07,OUT049,3026.0155295555887
DRC27,OUT013,3927.310207543793
FDA27,OUT035,4142.105520345533
FDW40,OUT045,2284.2311665890884
DRI11,OUT013,1900.5508311300655
FDN50,OUT046,1611.9362308821437
FDR12,OUT046,2824.100587557652
FDT34,OUT027,3005.4165523291304
FDW11,OUT035,1171.5568697705894
NCO30,OUT027,4342.060355896174
FDZ34,OUT017,3316.754241091985
FDU45,OUT017,1986.9068528176867
NCD42,OUT035,779.7868536538299
FDX25,OUT045,2843.5651237904385
NCR29,OUT046,1006.9827123810537
FDX43,OUT019,928.4851479911158
FDB04,OUT010,0.0
FDR49,OUT027,2112.485215715089
FDS39,OUT018,2045.819047202167
FDW58,OUT045,1673.1149150356214
FDG22,OUT019,0.0
FDG31,OUT017,1157.2345034559985
NCV53,OUT027,5291.830646291244
DRJ37,OUT035,2551.9584583054675
FDV07,OUT035,1947.900151003545
FDW52,OUT018,2477.1830849008984
FDT15,OUT045,2959.2762803137593
FDD02,OUT018,1650.633884570154
FDM16,OUT035,1415.2403264267632
NCE55,OUT046,2805.8172793228005
FDB57,OUT018,3347.7400360630854
